"","time","CO2","Date"
"95",1966,320.54,1966-01-01 00:00:00
"96",1966.08333333333,321.575,1966-01-31 10:00:00
"97",1966.16666666667,322.375,1966-03-02 20:00:01
"98",1966.25,323.66,1966-04-02 06:00:00
"99",1966.33333333333,324.025,1966-05-02 16:00:00
"100",1966.41666666667,323.7,1966-06-02 02:00:01
"101",1966.5,322.85,1966-07-02 12:00:00
"102",1966.58333333333,320.2,1966-08-01 22:00:00
"103",1966.66666666667,318.7,1966-09-01 08:00:01
"104",1966.75,318.18,1966-10-01 18:00:00
"105",1966.83333333333,319.9,1966-11-01 04:00:00
"106",1966.91666666667,321.06,1966-12-01 14:00:01
"107",1967,322.4,1967-01-01 00:00:00
"108",1967.08333333333,322.425,1967-01-31 10:00:00
"109",1967.16666666667,323,1967-03-02 20:00:01
"110",1967.25,324.28,1967-04-02 06:00:00
"111",1967.33333333333,324.95,1967-05-02 16:00:00
"112",1967.41666666667,324.075,1967-06-02 02:00:01
"113",1967.5,322.48,1967-07-02 12:00:00
"114",1967.58333333333,320.85,1967-08-01 22:00:00
"115",1967.66666666667,319.3,1967-09-01 08:00:01
"116",1967.75,319.45,1967-10-01 18:00:00
"117",1967.83333333333,320.675,1967-11-01 04:00:00
"118",1967.91666666667,321.92,1967-12-01 14:00:01
"119",1968,322.55,1968-01-01 00:00:00
"120",1968.08333333333,323.05,1968-01-31 12:00:00
"121",1968.16666666667,323.92,1968-03-02 00:00:01
"122",1968.25,324.975,1968-04-01 12:00:00
"123",1968.33333333333,325.475,1968-05-02 00:00:00
"124",1968.41666666667,325.26,1968-06-01 12:00:01
"125",1968.5,324.025,1968-07-02 00:00:00
"126",1968.58333333333,321.94,1968-08-01 12:00:00
"127",1968.66666666667,320.25,1968-09-01 00:00:01
"128",1968.75,320.275,1968-10-01 12:00:00
"129",1968.83333333333,321.32,1968-11-01 00:00:00
"130",1968.91666666667,322.925,1968-12-01 12:00:01
"131",1969,323.925,1969-01-01 00:00:00
"132",1969.08333333333,324.275,1969-01-31 10:00:00
"133",1969.16666666667,325.6,1969-03-02 20:00:01
"134",1969.25,326.575,1969-04-02 06:00:00
"135",1969.33333333333,327.28,1969-05-02 16:00:00
"136",1969.41666666667,326.55,1969-06-02 02:00:01
"137",1969.5,325.8,1969-07-02 12:00:00
"138",1969.58333333333,323.54,1969-08-01 22:00:00
"139",1969.66666666667,322.4,1969-09-01 08:00:01
"140",1969.75,321.8,1969-10-01 18:00:00
"141",1969.83333333333,322.82,1969-11-01 04:00:00
"142",1969.91666666667,324.125,1969-12-01 14:00:01
"143",1970,325.08,1970-01-01 00:00:00
"144",1970.08333333333,326.025,1970-01-31 09:59:59
"145",1970.16666666667,327,1970-03-02 20:00:00
"146",1970.25,328.075,1970-04-02 06:00:00
"147",1970.33333333333,327.92,1970-05-02 15:59:59
"148",1970.41666666667,327.55,1970-06-02 02:00:00
"149",1970.5,326.3,1970-07-02 12:00:00
"150",1970.58333333333,324.66,1970-08-01 21:59:59
"151",1970.66666666667,323.15,1970-09-01 08:00:00
"152",1970.75,323.14,1970-10-01 18:00:00
"153",1970.83333333333,324.05,1970-11-01 03:59:59
"154",1970.91666666667,325.1,1970-12-01 14:00:00
"155",1971,326.14,1971-01-01 00:00:00
"156",1971.08333333333,326.65,1971-01-31 09:59:59
"157",1971.16666666667,327.2,1971-03-02 20:00:00
"158",1971.25,327.675,1971-04-02 06:00:00
"159",1971.33333333333,328.82,1971-05-02 15:59:59
"160",1971.41666666667,328.475,1971-06-02 02:00:00
"161",1971.5,327.22,1971-07-02 12:00:00
"162",1971.58333333333,325.25,1971-08-01 21:59:59
"163",1971.66666666667,323.4,1971-09-01 08:00:00
"164",1971.75,323.54,1971-10-01 18:00:00
"165",1971.83333333333,324.825,1971-11-01 03:59:59
"166",1971.91666666667,325.925,1971-12-01 14:00:00
"167",1972,326.72,1972-01-01 00:00:00
"168",1972.08333333333,327.625,1972-01-31 11:59:59
"169",1972.16666666667,327.725,1972-03-02 00:00:00
"170",1972.25,329.64,1972-04-01 12:00:00
"171",1972.33333333333,330,1972-05-01 23:59:59
"172",1972.41666666667,329.075,1972-06-01 12:00:00
"173",1972.5,328.04,1972-07-02 00:00:00
"174",1972.58333333333,326.25,1972-08-01 11:59:59
"175",1972.66666666667,324.86,1972-09-01 00:00:00
"176",1972.75,325.3,1972-10-01 12:00:00
"177",1972.83333333333,326.425,1972-10-31 23:59:59
"178",1972.91666666667,327.54,1972-12-01 12:00:00
"179",1973,328.55,1973-01-01 00:00:00
"180",1973.08333333333,329.475,1973-01-31 09:59:59
"181",1973.16666666667,330.38,1973-03-02 20:00:00
"182",1973.25,331.575,1973-04-02 06:00:00
"183",1973.33333333333,332.4,1973-05-02 15:59:59
"184",1973.41666666667,331.94,1973-06-02 02:00:00
"185",1973.5,330.65,1973-07-02 12:00:00
"186",1973.58333333333,329.325,1973-08-01 21:59:59
"187",1973.66666666667,327.5,1973-09-01 08:00:00
"188",1973.75,327.225,1973-10-01 18:00:00
"189",1973.83333333333,328.05,1973-11-01 03:59:59
"190",1973.91666666667,328.64,1973-12-01 14:00:00
"191",1974,329.325,1974-01-01 00:00:00
"192",1974.08333333333,330.625,1974-01-31 09:59:59
"193",1974.16666666667,331.5,1974-03-02 20:00:00
"194",1974.25,332.625,1974-04-02 06:00:00
"195",1974.33333333333,332.975,1974-05-02 15:59:59
"196",1974.41666666667,332.16,1974-06-02 02:00:00
"197",1974.5,331.075,1974-07-02 12:00:00
"198",1974.58333333333,329.22,1974-08-01 21:59:59
"199",1974.66666666667,327.375,1974-09-01 08:00:00
"200",1974.75,327.375,1974-10-01 18:00:00
"201",1974.83333333333,328.4,1974-11-01 03:59:59
"202",1974.91666666667,329.675,1974-12-01 14:00:00
"203",1975,330.25,1975-01-01 00:00:00
"204",1975.08333333333,331.3,1975-01-31 09:59:59
"205",1975.16666666667,332,1975-03-02 20:00:00
"206",1975.25,333.275,1975-04-02 06:00:00
"207",1975.33333333333,333.86,1975-05-02 15:59:59
"208",1975.41666666667,333.4,1975-06-02 02:00:00
"209",1975.5,331.8,1975-07-02 12:00:00
"210",1975.58333333333,329.98,1975-08-01 21:59:59
"211",1975.66666666667,328.525,1975-09-01 08:00:00
"212",1975.75,328.325,1975-10-01 18:00:00
"213",1975.83333333333,329.44,1975-11-01 03:59:59
"214",1975.91666666667,330.775,1975-12-01 14:00:00
"215",1976,331.74,1976-01-01 00:00:00
"216",1976.08333333333,332.55,1976-01-31 11:59:59
"217",1976.16666666667,333.45,1976-03-02 00:00:00
"218",1976.25,334.45,1976-04-01 12:00:00
"219",1976.33333333333,334.76,1976-05-01 23:59:59
"220",1976.41666666667,334.4,1976-06-01 12:00:00
"221",1976.5,332.86,1976-07-02 00:00:00
"222",1976.58333333333,330.725,1976-08-01 11:59:59
"223",1976.66666666667,329.35,1976-09-01 00:00:00
"224",1976.75,329.1,1976-10-01 12:00:00
"225",1976.83333333333,330.35,1976-10-31 23:59:59
"226",1976.91666666667,331.625,1976-12-01 12:00:00
"227",1977,332.88,1977-01-01 00:00:00
"228",1977.08333333333,333.425,1977-01-31 09:59:59
"229",1977.16666666667,334.7,1977-03-02 20:00:00
"230",1977.25,336.04,1977-04-02 06:00:00
"231",1977.33333333333,336.675,1977-05-02 15:59:59
"232",1977.41666666667,336.2,1977-06-02 02:00:00
"233",1977.5,334.8,1977-07-02 12:00:00
"234",1977.58333333333,332.875,1977-08-01 21:59:59
"235",1977.66666666667,331.575,1977-09-01 08:00:00
"236",1977.75,331.2,1977-10-01 18:00:00
"237",1977.83333333333,332.35,1977-11-01 03:59:59
"238",1977.91666666667,333.86,1977-12-01 14:00:00
"239",1978,335.025,1978-01-01 00:00:00
"240",1978.08333333333,335.35,1978-01-31 09:59:59
"241",1978.16666666667,336.6,1978-03-02 20:00:00
"242",1978.25,337.64,1978-04-02 06:00:00
"243",1978.33333333333,337.95,1978-05-02 15:59:59
"244",1978.41666666667,337.925,1978-06-02 02:00:00
"245",1978.5,336.5,1978-07-02 12:00:00
"246",1978.58333333333,334.65,1978-08-01 21:59:59
"247",1978.66666666667,332.74,1978-09-01 08:00:00
"248",1978.75,332.65,1978-10-01 18:00:00
"249",1978.83333333333,333.825,1978-11-01 03:59:59
"250",1978.91666666667,334.96,1978-12-01 14:00:00
"251",1979,336.225,1979-01-01 00:00:00
"252",1979.08333333333,336.7,1979-01-31 09:59:59
"253",1979.16666666667,338,1979-03-02 20:00:00
"254",1979.25,338.875,1979-04-02 06:00:00
"255",1979.33333333333,339.375,1979-05-02 15:59:59
"256",1979.41666666667,339.24,1979-06-02 02:00:00
"257",1979.5,337.525,1979-07-02 12:00:00
"258",1979.58333333333,336.025,1979-08-01 21:59:59
"259",1979.66666666667,333.98,1979-09-01 08:00:00
"260",1979.75,333.95,1979-10-01 18:00:00
"261",1979.83333333333,335.15,1979-11-01 03:59:59
"262",1979.91666666667,336.66,1979-12-01 14:00:00
"263",1980,337.925,1980-01-01 00:00:00
"264",1980.08333333333,338.225,1980-01-31 11:59:59
"265",1980.16666666667,340.06,1980-03-02 00:00:00
"266",1980.25,340.75,1980-04-01 12:00:00
"267",1980.33333333333,341.34,1980-05-01 23:59:59
"268",1980.41666666667,340.95,1980-06-01 12:00:00
"269",1980.5,339.375,1980-07-02 00:00:00
"270",1980.58333333333,337.6,1980-08-01 11:59:59
"271",1980.66666666667,335.875,1980-09-01 00:00:00
"272",1980.75,336.025,1980-10-01 12:00:00
"273",1980.83333333333,337.06,1980-10-31 23:59:59
"274",1980.91666666667,338.2,1980-12-01 12:00:00
"275",1981,339.22,1981-01-01 00:00:00
"276",1981.08333333333,340.45,1981-01-31 09:59:59
"277",1981.16666666667,341.4,1981-03-02 20:00:00
"278",1981.25,342.45,1981-04-02 06:00:00
"279",1981.33333333333,342.82,1981-05-02 15:59:59
"280",1981.41666666667,342.125,1981-06-02 02:00:00
"281",1981.5,340.425,1981-07-02 12:00:00
"282",1981.58333333333,338.4,1981-08-01 21:59:59
"283",1981.66666666667,336.7,1981-09-01 08:00:00
"284",1981.75,336.94,1981-10-01 18:00:00
"285",1981.83333333333,338.425,1981-11-01 03:59:59
"286",1981.91666666667,339.6,1981-12-01 14:00:00
"287",1982,340.7,1982-01-01 00:00:00
"288",1982.08333333333,341.55,1982-01-31 09:59:59
"289",1982.16666666667,342.675,1982-03-02 20:00:00
"290",1982.25,343.475,1982-04-02 06:00:00
"291",1982.33333333333,343.96,1982-05-02 15:59:59
"292",1982.41666666667,343.3,1982-06-02 02:00:00
"293",1982.5,341.92,1982-07-02 12:00:00
"294",1982.58333333333,339.625,1982-08-01 21:59:59
"295",1982.66666666667,338.025,1982-09-01 08:00:00
"296",1982.75,337.9,1982-10-01 18:00:00
"297",1982.83333333333,339.275,1982-11-01 03:59:59
"298",1982.91666666667,340.425,1982-12-01 14:00:00
"299",1983,341.34,1983-01-01 00:00:00
"300",1983.08333333333,342.5,1983-01-31 09:59:59
"301",1983.16666666667,343.15,1983-03-02 20:00:00
"302",1983.25,344.9,1983-04-02 06:00:00
"303",1983.33333333333,345.65,1983-05-02 15:59:59
"304",1983.41666666667,345.275,1983-06-02 02:00:00
"305",1983.5,343.82,1983-07-02 12:00:00
"306",1983.58333333333,342.15,1983-08-01 21:59:59
"307",1983.66666666667,339.875,1983-09-01 08:00:00
"308",1983.75,340.02,1983-10-01 18:00:00
"309",1983.83333333333,341.15,1983-11-01 03:59:59
"310",1983.91666666667,342.98,1983-12-01 14:00:00
"311",1984,343.675,1984-01-01 00:00:00
"312",1984.08333333333,344.425,1984-01-31 11:59:59
"313",1984.16666666667,345.175,1984-03-02 00:00:00
"314",1984.25,347.4,1984-04-01 12:00:00
"315",1984.33333333333,347.35,1984-05-01 23:59:59
"316",1984.41666666667,346.66,1984-06-01 12:00:00
"317",1984.5,345.2,1984-07-02 00:00:00
"318",1984.58333333333,343.3,1984-08-01 11:59:59
"319",1984.66666666667,341.12,1984-09-01 00:00:00
"320",1984.75,341.475,1984-10-01 12:00:00
"321",1984.83333333333,342.85,1984-10-31 23:59:59
"322",1984.91666666667,344.14,1984-12-01 12:00:00
"323",1985,344.925,1985-01-01 00:00:00
"324",1985.08333333333,345.875,1985-01-31 09:59:59
"325",1985.16666666667,347.44,1985-03-02 20:00:00
"326",1985.25,348.325,1985-04-02 06:00:00
"327",1985.33333333333,348.825,1985-05-02 15:59:59
"328",1985.41666666667,348.18,1985-06-02 02:00:00
"329",1985.5,346.45,1985-07-02 12:00:00
"330",1985.58333333333,344.3,1985-08-01 21:59:59
"331",1985.66666666667,343,1985-09-01 08:00:00
"332",1985.75,342.8,1985-10-01 18:00:00
"333",1985.83333333333,344.22,1985-11-01 03:59:59
"334",1985.91666666667,345.575,1985-12-01 14:00:00
"335",1986,346.25,1986-01-01 00:00:00
"336",1986.08333333333,346.825,1986-01-31 09:59:59
"337",1986.16666666667,347.74,1986-03-02 20:00:00
"338",1986.25,349.525,1986-04-02 06:00:00
"339",1986.33333333333,350.08,1986-05-02 15:59:59
"340",1986.41666666667,349.375,1986-06-02 02:00:00
"341",1986.5,347.825,1986-07-02 12:00:00
"342",1986.58333333333,345.82,1986-08-01 21:59:59
"343",1986.66666666667,344.8,1986-09-01 08:00:00
"344",1986.75,344.1,1986-10-01 18:00:00
"345",1986.83333333333,345.62,1986-11-01 03:59:59
"346",1986.91666666667,346.875,1986-12-01 14:00:00
"347",1987,348,1987-01-01 00:00:00
"348",1987.08333333333,348.5,1987-01-31 09:59:59
"349",1987.16666666667,349.475,1987-03-02 20:00:00
"350",1987.25,350.85,1987-04-02 06:00:00
"351",1987.33333333333,351.74,1987-05-02 15:59:59
"352",1987.41666666667,351.15,1987-06-02 02:00:00
"353",1987.5,349.45,1987-07-02 12:00:00
"354",1987.58333333333,348.08,1987-08-01 21:59:59
"355",1987.66666666667,346.4,1987-09-01 08:00:00
"356",1987.75,346.44,1987-10-01 18:00:00
"357",1987.83333333333,347.925,1987-11-01 03:59:59
"358",1987.91666666667,348.925,1987-12-01 14:00:00
"359",1988,350.4,1988-01-01 00:00:00
"360",1988.08333333333,351.775,1988-01-31 11:59:59
"361",1988.16666666667,352.125,1988-03-02 00:00:00
"362",1988.25,353.58,1988-04-01 12:00:00
"363",1988.33333333333,354.175,1988-05-01 23:59:59
"364",1988.41666666667,353.75,1988-06-01 12:00:00
"365",1988.5,352.22,1988-07-02 00:00:00
"366",1988.58333333333,350.3,1988-08-01 11:59:59
"367",1988.66666666667,348.75,1988-09-01 00:00:00
"368",1988.75,348.96,1988-10-01 12:00:00
"369",1988.83333333333,350,1988-10-31 23:59:59
"370",1988.91666666667,351.36,1988-12-01 12:00:00
"371",1989,352.775,1989-01-01 00:00:00
"372",1989.08333333333,353,1989-01-31 09:59:59
"373",1989.16666666667,353.6,1989-03-02 20:00:00
"374",1989.25,355.36,1989-04-02 06:00:00
"375",1989.33333333333,355.6,1989-05-02 15:59:59
"376",1989.41666666667,355.125,1989-06-02 02:00:00
"377",1989.5,353.86,1989-07-02 12:00:00
"378",1989.58333333333,351.575,1989-08-01 21:59:59
"379",1989.66666666667,349.86,1989-09-01 08:00:00
"380",1989.75,350.05,1989-10-01 18:00:00
"381",1989.83333333333,351.2,1989-11-01 03:59:59
"382",1989.91666666667,352.48,1989-12-01 14:00:00
"383",1990,353.65,1990-01-01 00:00:00
"384",1990.08333333333,354.65,1990-01-31 09:59:59
"385",1990.16666666667,355.48,1990-03-02 20:00:00
"386",1990.25,356.175,1990-04-02 06:00:00
"387",1990.33333333333,357.075,1990-05-02 15:59:59
"388",1990.41666666667,356.08,1990-06-02 02:00:00
"389",1990.5,354.675,1990-07-02 12:00:00
"390",1990.58333333333,352.9,1990-08-01 21:59:59
"391",1990.66666666667,350.94,1990-09-01 08:00:00
"392",1990.75,351.225,1990-10-01 18:00:00
"393",1990.83333333333,352.7,1990-11-01 03:59:59
"394",1990.91666666667,354.14,1990-12-01 14:00:00
"395",1991,354.675,1991-01-01 00:00:00
"396",1991.08333333333,355.65,1991-01-31 09:59:59
"397",1991.16666666667,357.2,1991-03-02 20:00:00
"398",1991.25,358.6,1991-04-02 06:00:00
"399",1991.33333333333,359.25,1991-05-02 15:59:59
"400",1991.41666666667,358.18,1991-06-02 02:00:00
"401",1991.5,356.05,1991-07-02 12:00:00
"402",1991.58333333333,353.86,1991-08-01 21:59:59
"403",1991.66666666667,352.125,1991-09-01 08:00:00
"404",1991.75,352.25,1991-10-01 18:00:00
"405",1991.83333333333,353.74,1991-11-01 03:59:59
"406",1991.91666666667,355.025,1991-12-01 14:00:00
"407",1992,355.9,1992-01-01 00:00:00
"408",1992.08333333333,356.68,1992-01-31 11:59:59
"409",1992.16666666667,357.9,1992-03-02 00:00:00
"410",1992.25,359.075,1992-04-01 12:00:00
"411",1992.33333333333,359.54,1992-05-01 23:59:59
"412",1992.41666666667,359.125,1992-06-01 12:00:00
"413",1992.5,357,1992-07-02 00:00:00
"414",1992.58333333333,354.86,1992-08-01 11:59:59
"415",1992.66666666667,353.025,1992-09-01 00:00:00
"416",1992.75,353.42,1992-10-01 12:00:00
"417",1992.83333333333,354.2,1992-10-31 23:59:59
"418",1992.91666666667,355.35,1992-12-01 12:00:00
"419",1993,356.68,1993-01-01 00:00:00
"420",1993.08333333333,357.175,1993-01-31 09:59:59
"421",1993.16666666667,358.425,1993-03-02 20:00:00
"422",1993.25,359.325,1993-04-02 06:00:00
"423",1993.33333333333,360.18,1993-05-02 15:59:59
"424",1993.41666666667,359.5,1993-06-02 02:00:00
"425",1993.5,357.42,1993-07-02 12:00:00
"426",1993.58333333333,355.325,1993-08-01 21:59:59
"427",1993.66666666667,353.775,1993-09-01 08:00:00
"428",1993.75,354.06,1993-10-01 18:00:00
"429",1993.83333333333,355.35,1993-11-01 03:59:59
"430",1993.91666666667,356.775,1993-12-01 14:00:00
"431",1994,358.32,1994-01-01 00:00:00
"432",1994.08333333333,358.9,1994-01-31 09:59:59
"433",1994.16666666667,359.925,1994-03-02 20:00:00
"434",1994.25,361.22,1994-04-02 06:00:00
"435",1994.33333333333,361.65,1994-05-02 15:59:59
"436",1994.41666666667,360.9,1994-06-02 02:00:00
"437",1994.5,359.46,1994-07-02 12:00:00
"438",1994.58333333333,357.375,1994-08-01 21:59:59
"439",1994.66666666667,355.925,1994-09-01 08:00:00
"440",1994.75,356.02,1994-10-01 18:00:00
"441",1994.83333333333,357.575,1994-11-01 03:59:59
"442",1994.91666666667,359.06,1994-12-01 14:00:00
"443",1995,359.975,1995-01-01 00:00:00
"444",1995.08333333333,360.925,1995-01-31 09:59:59
"445",1995.16666666667,361.575,1995-03-02 20:00:00
"446",1995.25,363.36,1995-04-02 06:00:00
"447",1995.33333333333,363.7,1995-05-02 15:59:59
"448",1995.41666666667,363.25,1995-06-02 02:00:00
"449",1995.5,361.8,1995-07-02 12:00:00
"450",1995.58333333333,359.375,1995-08-01 21:59:59
"451",1995.66666666667,358,1995-09-01 08:00:00
"452",1995.75,357.85,1995-10-01 18:00:00
"453",1995.83333333333,359.475,1995-11-01 03:59:59
"454",1995.91666666667,360.7,1995-12-01 14:00:00
"455",1996,362.025,1996-01-01 00:00:00
"456",1996.08333333333,363.175,1996-01-31 11:59:59
"457",1996.16666666667,364.06,1996-03-02 00:00:00
"458",1996.25,364.7,1996-04-01 12:00:00
"459",1996.33333333333,365.325,1996-05-01 23:59:59
"460",1996.41666666667,364.88,1996-06-01 12:00:00
"461",1996.5,363.475,1996-07-02 00:00:00
"462",1996.58333333333,361.32,1996-08-01 11:59:59
"463",1996.66666666667,359.4,1996-09-01 00:00:00
"464",1996.75,359.625,1996-10-01 12:00:00
"465",1996.83333333333,360.74,1996-10-31 23:59:59
"466",1996.91666666667,362.375,1996-12-01 12:00:00
"467",1997,363.125,1997-01-01 00:00:00
"468",1997.08333333333,363.875,1997-01-31 09:59:59
"469",1997.16666666667,364.56,1997-03-02 20:00:00
"470",1997.25,366.325,1997-04-02 06:00:00
"471",1997.33333333333,366.68,1997-05-02 15:59:59
"472",1997.41666666667,365.475,1997-06-02 02:00:00
"473",1997.5,364.375,1997-07-02 12:00:00
"474",1997.58333333333,362.46,1997-08-01 21:59:59
"475",1997.66666666667,360.15,1997-09-01 08:00:00
"476",1997.75,360.75,1997-10-01 18:00:00
"477",1997.83333333333,362.38,1997-11-01 03:59:59
"478",1997.91666666667,364.25,1997-12-01 14:00:00
"479",1998,365.34,1998-01-01 00:00:00
"480",1998.08333333333,366.2,1998-01-31 09:59:59
"481",1998.16666666667,367.375,1998-03-02 20:00:00
"482",1998.25,368.525,1998-04-02 06:00:00
"483",1998.33333333333,369.14,1998-05-02 15:59:59
"484",1998.41666666667,368.75,1998-06-02 02:00:00
"485",1998.5,367.6,1998-07-02 12:00:00
"486",1998.58333333333,365.72,1998-08-01 21:59:59
"487",1998.66666666667,363.925,1998-09-01 08:00:00
"488",1998.75,364.32,1998-10-01 18:00:00
"489",1998.83333333333,365.55,1998-11-01 03:59:59
"490",1998.91666666667,366.925,1998-12-01 14:00:00
"491",1999,368.12,1999-01-01 00:00:00
"492",1999.08333333333,368.85,1999-01-31 09:59:59
"493",1999.16666666667,369.6,1999-03-02 20:00:00
"494",1999.25,370.975,1999-04-02 06:00:00
"495",1999.33333333333,370.84,1999-05-02 15:59:59
"496",1999.41666666667,370.25,1999-06-02 02:00:00
"497",1999.5,369,1999-07-02 12:00:00
"498",1999.58333333333,366.7,1999-08-01 21:59:59
"499",1999.66666666667,364.675,1999-09-01 08:00:00
"500",1999.75,365.14,1999-10-01 18:00:00
"501",1999.83333333333,366.65,1999-11-01 03:59:59
"502",1999.91666666667,367.9,1999-12-01 14:00:00
"503",2000,369.02,2000-01-01 00:00:00
"504",2000.08333333333,369.375,2000-01-31 11:59:59
"505",2000.16666666667,370.4,2000-03-02 00:00:00
"506",2000.25,371.54,2000-04-01 12:00:00
"507",2000.33333333333,371.65,2000-05-01 23:59:59
"508",2000.41666666667,371.625,2000-06-01 12:00:00
"509",2000.5,369.94,2000-07-02 00:00:00
"510",2000.58333333333,367.95,2000-08-01 11:59:59
"511",2000.66666666667,366.54,2000-09-01 00:00:00
"512",2000.75,366.725,2000-10-01 12:00:00
"513",2000.83333333333,368.125,2000-10-31 23:59:59
"514",2000.91666666667,369.44,2000-12-01 12:00:00
"515",2001,370.175,2001-01-01 00:00:00
"516",2001.08333333333,371.325,2001-01-31 09:59:59
"517",2001.16666666667,372.06,2001-03-02 20:00:00
"518",2001.25,372.775,2001-04-02 06:00:00
"519",2001.33333333333,373.8,2001-05-02 15:59:59
"520",2001.41666666667,373.06,2001-06-02 02:00:00
"521",2001.5,371.3,2001-07-02 12:00:00
